ID,Producer,Producer.1,Battery,Battery.1,SDate,VP,VP_Adjusted,Sulf Input,Sulf,S.Temp,A.Temp,Dens Input,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_Sour,Heavy_SW,Crude_Breakdown,Crude_Num,VP_95_Spec,Post_Aquisition
110,TORCO,TORCO,04-17-004-31W1,,3/17/2016,67.7,59.44513885,,1.73,,,828.4,828.4,-4.316666667,3.680952381,-4.2,-5,-4.5,-4.5,-2.4,-5.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
111,SPAEN,SPAEN,11-12-006-15W2,,3/17/2016,66.6,50.76521739,,2.3,,,875.1,875.1,-4.316666667,3.680952381,-4.2,-5,-4.5,-4.5,-2.4,-5.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
112,CRESC,CRESC,07-07-006-15W2,,3/17/2016,55.3,39.46521739,,2.59,,,878.5,878.5,-4.316666667,3.680952381,-4.2,-5,-4.5,-4.5,-2.4,-5.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
113,CRESC,CRESC,04-08-008-08W2,,3/18/2016,117.3,116.6340291,,0.21,,,801.1,801.1,-3.533333333,2,-4.1,-4.2,-3.3,-3.5,-0.8,-5.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
114,CRESC,CRESC,14-13-001-05W2,,3/21/2016,82,81.33402913,,0.48,,,818.9,818.9,1.05,-1.573809524,0.5,2.1,0.8,1.5,1.5,-0.1,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
115,CRESC,CRESC,09-14-009-08W2,,3/22/2016,103.5,102.8340291,,0.14,,,799.4,799.4,-4.733333333,-2.345238095,-3.1,-3.7,-6,-3.3,-6.5,-5.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
116,RDGBK,RDGBK,03-33-008-06W2,,3/22/2016,82,81.33402913,,0.26,,,806.6,806.6,-4.733333333,-2.345238095,-3.1,-3.7,-6,-3.3,-6.5,-5.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
117,SPAEN,SPAEN,01-28-002-14W2,,3/23/2016,96.6,92.22184144,,1.22,,,813.4,813.4,-5.9,-3.123809524,-2.3,-5.4,-5.3,-3.3,-9.3,-9.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
118,CRESC,CRESC,05-34-005-06W2,,3/24/2016,90.6,74.76521739,,2.28,,,868.8,868.8,2,-2.221428571,3.1,2.6,1,2.3,3,0,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
119,SPAEN,SPAEN,03-03-002-32W1,,3/29/2016,84.4,76.14513885,,0.91,,,827.5,827.5,5.05,0.528571429,4.6,5.9,4,6.5,4.3,5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
120,SECUR ,SECUR ,08-28-005-33W1, REV,4/1/2016,68.9,64.52184144,,1.15,,,,822.6,0.466666667,2.119047619,0.7,0.8,0.3,2,-0.2,-0.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
121,SECUR ,SECUR ,08-28-005-33W1, SALES,4/1/2016,86.9,78.64513885,,1.15,,,833.3,833.3,0.466666667,2.119047619,0.7,0.8,0.3,2,-0.2,-0.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
122,RDGBK,RDGBK,12-22-007-11W2,,4/8/2016,140,135.6218414,,1.26,,,801.7,801.7,-1.45,2.35,-1.2,-0.2,-1.3,0,-3.5,-2.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
123,RDGBK,RDGBK,12-22-007-11W2,,4/9/2016,121.3,116.9218414,,1.26,,,796.4,796.4,5.766666667,2.247619048,8.7,7.6,-1.3,8.8,5.8,5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
124,RDGBK,RDGBK,12-22-007-11W2,,4/9/2016,121.3,116.9218414,,1.26,,,807.7,807.7,5.766666667,2.247619048,8.7,7.6,-1.3,8.8,5.8,5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
125,RDGBK,RDGBK,12-22-007-11W2,,4/11/2016,141.7,137.3218414,,1.26,,,807.7,807.7,-3.183333333,1.080952381,-3.5,-3.8,-3,-3,-2.5,-3.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
126,RDGBK,RDGBK,12-22-007-11W2,,4/11/2016,140.4,136.0218414,,1.26,,,807.7,807.7,-3.183333333,1.080952381,-3.5,-3.8,-3,-3,-2.5,-3.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
127,RDGBK,RDGBK,12-22-007-11W2,,4/12/2016,127.3,122.9218414,,1.26,,,797,797,7.316666667,1.504761905,7.9,9.1,5.5,10,4.1,7.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
128,RDGBK,RDGBK,12-22-007-11W2,,4/12/2016,127.6,123.2218414,,1.26,,,797,797,7.316666667,1.504761905,7.9,9.1,5.5,10,4.1,7.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
129,SPAEN,SPAEN,01-28-002-14W2,,4/13/2016,108.8,104.4218414,,1.2,,,824.7,824.7,10.48333333,2.533333333,10.2,11.5,9,10.8,9.9,11.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
130,CRESC,CRESC,09-14-009-08W2,,4/15/2016,114.4,113.7340291,,0.14,,,802.2,802.2,3.966666667,4.557142857,4.8,4.7,3,4,5,2.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
131,CRESC,CRESC,04-08-008-08W2,,4/15/2016,115.7,115.0340291,,0.21,,,804.4,804.4,3.966666667,4.557142857,4.8,4.7,3,4,5,2.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
132,RDGBK,RDGBK,12-22-007-11W2,,4/15/2016,106.3,101.9218414,,1.26,,,813,813,3.966666667,4.557142857,4.8,4.7,3,4,5,2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
133,SECUR ,SECUR ,08-28-005-33W1, REV,4/18/2016,95.1,90.72184144,,1.15,,,,822.6,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
134,CRESC,CRESC,13-29-008-07W2,,4/18/2016,99.8,99.13402913,,0.15,,,800.6,800.6,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
135,SPAEN,SPAEN,01-28-002-14W2,,4/18/2016,89.3,84.92184144,,1.2,,,806.5,806.5,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
136,SPAEN,SPAEN,01-28-002-14W2,,4/18/2016,88.9,84.52184144,,1.2,,,806.5,806.5,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
137,RDGBK,RDGBK,12-06-009-07W2,,4/18/2016,93.6,92.93402913,,0.19,,,811.3,811.3,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
138,RDGBK,RDGBK,03-33-008-06W2,,4/18/2016,61.4,60.73402913,,0.26,,,818.9,818.9,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
139,CRESC,CRESC,14-13-001-05W2,,4/18/2016,92.1,91.43402913,,0.48,,,819.1,819.1,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
140,RDGBK,RDGBK,12-22-007-11W2,,4/18/2016,92.9,88.52184144,,1.26,,,824.7,824.7,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
141,RDGBK,RDGBK,12-22-007-11W2,,4/18/2016,95.7,91.32184144,,1.26,,,824.7,824.7,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
142,TORCO,TORCO,04-17-004-31W1,,4/18/2016,43.3,35.04513885,,1.73,,,827.3,827.3,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
143,SPAEN,SPAEN,16-18-011-04W2,,4/18/2016,90.9,82.64513885,,1.37,,,833.1,833.1,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
144,PEMCO,PEMCO,05-03-009-33W1,,4/18/2016,78.8,70.54513885,,1.32,,,848,848,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
145,SECUR ,SECUR ,08-28-005-33W1, SALES,4/18/2016,93.4,85.14513885,,1.15,,,831,831,8.05,6.828571429,7.7,7.7,7.8,8.5,8.8,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
146,CRESC,CRESC,04-08-008-08W2,,4/19/2016,107.7,107.0340291,,0.21,,,799.3,799.3,9.466666667,7.135714286,9,9,7.8,11.5,9,10.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
147,CENOV,CENOV,05-16-006-13W2,,4/19/2016,87.9,72.06521739,,2.41,,,868.7,868.7,9.466666667,7.135714286,9,9,7.8,11.5,9,10.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
148,SPAEN,SPAEN,11-12-006-15W2,,4/19/2016,78.9,63.06521739,,2.3,,,871.1,871.1,9.466666667,7.135714286,9,9,7.8,11.5,9,10.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
149,CRESC,CRESC,07-07-006-15W2,,4/19/2016,59.6,43.76521739,,2.59,,,881.4,881.4,9.466666667,7.135714286,9,9,7.8,11.5,9,10.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
150,RDGBK,RDGBK,12-22-007-11W2,,4/20/2016,109.4,105.0218414,,1.26,,,792,792,13.2,7.523809524,12.5,12.4,12.5,13.5,14.5,13.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
151,RDGBK,RDGBK,12-22-007-11W2,,4/20/2016,107.1,102.7218414,,1.26,,,792,792,13.2,7.523809524,12.5,12.4,12.5,13.5,14.5,13.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
152,RDGBK,RDGBK,12-22-007-11W2,,4/20/2016,108.2,103.8218414,,1.26,,,818,818,13.2,7.523809524,12.5,12.4,12.5,13.5,14.5,13.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
153,RDGBK,RDGBK,12-22-007-11W2,,4/20/2016,95.8,91.42184144,,1.26,,,818,818,13.2,7.523809524,12.5,12.4,12.5,13.5,14.5,13.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
154,CRESC,CRESC,02-13-006-06W2,,4/22/2016,129.8,121.5451389,,1.53,,,850.4,850.4,7.3,7.233333333,7.5,8.7,6.5,9.5,5.1,6.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
155,CRESC,CRESC,07-07-006-15W2,,4/25/2016,112.8,96.96521739,,2.59,,,869.3,869.3,6.633333333,7.74047619,7.3,6.9,6.3,8,6.5,4.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
156,CRESC,CRESC,12-30-006-15W2,,4/25/2016,113.3,97.46521739,,2.8,,,871.2,871.2,6.633333333,7.74047619,7.3,6.9,6.3,8,6.5,4.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
157,RDGBK,RDGBK,12-22-007-11W2,,4/26/2016,112.3,107.9218414,,1.26,,,789.8,789.8,5.8,7.216666667,4.4,6,6.3,7,5.8,5.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
158,RDGBK,RDGBK,12-22-007-11W2,,4/26/2016,115.6,111.2218414,,1.26,,,789.8,789.8,5.8,7.216666667,4.4,6,6.3,7,5.8,5.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
159,CRESC,CRESC,05-14-003-01W2,,4/26/2016,69.5,65.12184144,,0.71,,,825,825,5.8,7.216666667,4.4,6,6.3,7,5.8,5.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
160,SPAEN,SPAEN,09-08-004-03W2,,4/26/2016,117.3,109.0451389,,1.08,,,841.6,841.6,5.8,7.216666667,4.4,6,6.3,7,5.8,5.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
161,CRESC,CRESC,02-13-006-06W2,,4/26/2016,67.4,59.14513885,,1.53,,,846.5,846.5,5.8,7.216666667,4.4,6,6.3,7,5.8,5.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
162,SPAEN,SPAEN,03-03-002-32W1,,4/27/2016,111.6,103.3451389,,0.9,,,826.7,826.7,8.883333333,6.6,9.2,9.5,6.3,10.5,8.5,9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
163,CRESC,CRESC,07-07-006-15W2,,4/27/2016,73.9,58.06521739,,2.59,,,877,877,8.883333333,6.6,9.2,9.5,6.3,10.5,8.5,9.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
164,CRESC,CRESC,07-07-006-15W2,,4/27/2016,67.8,51.96521739,,2.59,,,877,877,8.883333333,6.6,9.2,9.5,6.3,10.5,8.5,9.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
165,CRESC,CRESC,12-30-006-15W2,,4/27/2016,115.4,99.56521739,,2.8,,,888.3,888.3,8.883333333,6.6,9.2,9.5,6.3,10.5,8.5,9.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
166,CRESC,CRESC,12-30-006-15W2,,4/27/2016,81.2,65.36521739,,2.8,,,888.3,888.3,8.883333333,6.6,9.2,9.5,6.3,10.5,8.5,9.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
167,CRESC,CRESC,04-08-008-08W2,,4/28/2016,91.7,91.03402913,,0.21,,,805,805,7.366666667,6.947619048,7.3,7.6,7.3,8.5,6,7.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
168,RDGBK,RDGBK,02-26-009-09W2,,4/28/2016,90.3,89.63402913,,0.17,,,808,808,7.366666667,6.947619048,7.3,7.6,7.3,8.5,6,7.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
169,CRESC,CRESC,09-13-007-11W2,,4/28/2016,83.7,83.03402913,,0.37,,,814.6,814.6,7.366666667,6.947619048,7.3,7.6,7.3,8.5,6,7.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
170,CRESC,CRESC,09-14-009-08W2,,5/2/2016,113.3,112.6340291,,0.14,,,799.5,799.5,13.8,8.726190476,13.6,12.3,13.5,16,13.4,14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
171,RDGBK,RDGBK,03-33-008-06W2,,5/2/2016,63.6,62.93402913,,0.26,,,804.4,804.4,13.8,8.726190476,13.6,12.3,13.5,16,13.4,14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
172,CRESC,CRESC,05-20-004-04W2,,5/2/2016,92.5,88.12184144,,1.9,,,807.3,807.3,13.8,8.726190476,13.6,12.3,13.5,16,13.4,14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,0
173,RDGBK,RDGBK,12-06-009-07W2,,5/2/2016,80,79.33402913,,0.19,,,813,813,13.8,8.726190476,13.6,12.3,13.5,16,13.4,14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
174,SPAEN,SPAEN,09-08-004-03W2,,5/2/2016,115.7,107.4451389,,1.08,,,842,842,13.8,8.726190476,13.6,12.3,13.5,16,13.4,14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
175,CRESC,CRESC,04-08-008-08W2,,5/3/2016,88.8,88.13402913,,0.21,,,803.6,803.6,14.4,9.954761905,14.2,14.3,14.8,16,13.1,14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
176,CRESC,CRESC,11-15-007-09W2,,5/3/2016,98.8,98.13402913,,0.21,,,815.3,815.3,14.4,9.954761905,14.2,14.3,14.8,16,13.1,14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
177,SPAEN,SPAEN,03-03-002-32W1,,5/9/2016,79.2,70.94513885,,0.9,,,826.5,826.5,16.9,16.0952381,16.3,17.3,16,17.3,17.5,17,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
178,RDGBK,RDGBK,02-26-009-09W2,,5/11/2016,84.6,83.93402913,,0.17,,,809.7,809.7,6.016666667,13.8452381,5.7,6.8,5.5,6.5,6.1,5.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
179,RDGBK,RDGBK,12-06-009-07W2,,5/11/2016,74.01,73.34402913,,0.19,,,810.1,810.1,6.016666667,13.8452381,5.7,6.8,5.5,6.5,6.1,5.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
180,RDGBK,RDGBK,03-33-008-06W2,,5/11/2016,79.5,78.83402913,,0.26,,,811.6,811.6,6.016666667,13.8452381,5.7,6.8,5.5,6.5,6.1,5.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
181,LRE,LRE,11-02-005-12W2,,5/12/2016,75,66.74513885,,1.44,,,835.9,835.9,3.183333333,11.22380952,3.4,2.9,3,3.5,4.8,1.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
182,SPAEN,SPAEN,01-28-002-14W2,,5/12/2016,83,74.74513885,,1.4,,,855.6,855.6,3.183333333,11.22380952,3.4,2.9,3,3.5,4.8,1.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
183,TORCO,TORCO,04-17-004-31W1,,5/16/2016,86.8,78.54513885,,1.74,,,827.1,827.1,11.48333333,7.916666667,11,11.4,9.8,13.5,10.9,12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
184,CRESC,CRESC,13-29-008-07W2,,5/17/2016,61.9,61.23402913,,0.15,,,801.1,801.1,13.01666667,8.304761905,13.8,13.7,9.8,14,12.3,14.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
185,CRESC,CRESC,09-14-009-08W2,,5/17/2016,113,112.3340291,,0.14,,,808.3,808.3,13.01666667,8.304761905,13.8,13.7,9.8,14,12.3,14.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
186,CRESC,CRESC,04-08-008-08W2,,5/18/2016,80.5,79.83402913,,0.21,,,802.4,802.4,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
187,RDGBK,RDGBK,02-26-009-09W2,,5/18/2016,79.5,78.83402913,,0.17,,,810.6,810.6,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
188,RDGBK,RDGBK,12-06-009-07W2,,5/18/2016,82.4,81.73402913,,0.19,,,815.4,815.4,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
189,RDGBK,RDGBK,03-33-008-06W2,,5/18/2016,83.2,82.53402913,,0.26,,,820.5,820.5,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
190,CRESC,CRESC,07-07-006-15W2,,5/18/2016,67.9,59.64513885,,2.59,,,851.3,851.3,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
191,SPAEN,SPAEN,11-12-006-15W2,,5/18/2016,49.4,33.56521739,,2.3,,,869.6,869.6,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
192,CENOV,CENOV,05-16-006-13W2,,5/18/2016,61.6,45.76521739,,2.41,,,874.2,874.2,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
193,CRESC,CRESC,12-30-006-15W2,,5/18/2016,117.5,101.6652174,,2.8,,,888.3,888.3,16.91666667,9.861904762,17.7,17.5,15.5,17.5,16.3,17,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
194,SPAEN,SPAEN,16-18-011-04W2,,5/19/2016,91.8,87.42184144,,1.38,,,823,823,18.15,12,17.2,18.4,16.5,19.5,19.5,17.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,0
195,SPAEN,SPAEN,03-03-002-32W1,,5/19/2016,99.9,91.64513885,,0.9,,,825.6,825.6,18.15,12,17.2,18.4,16.5,19.5,19.5,17.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
196,SPAEN,SPAEN,09-08-004-03W2,,5/20/2016,107.7,99.44513885,,1.08,,,848.1,848.1,18.41666667,13.94761905,18.2,18.9,18.3,18.5,19.1,17.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
197,CRESC,CRESC,02-13-006-06W2,,5/20/2016,65.8,57.54513885,,1.53,,,849.2,849.2,18.41666667,13.94761905,18.2,18.9,18.3,18.5,19.1,17.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
198,CRESC,CRESC,12-30-006-15W2,,5/25/2016,80.3,64.46521739,,2.8,,,891,891,10.03333333,15.64761905,9.8,9,9.5,8,10.9,13,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
199,CRESC,CRESC,12-30-006-15W2,,5/30/2016,96.2,80.36521739,,2.8,,,896.7,896.7,14.81666667,13.25952381,14.2,13.9,14.3,14.5,16.7,15.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
200,SPAEN,SPAEN,03-03-002-32W1,,5/31/2016,75.9,67.64513885,,0.9,,,825.3,825.3,10.45,12.96666667,9.8,9.1,10.5,12.3,11.2,9.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
201,SECUR ,SECUR ,08-28-005-33W1, SALES,5/31/2016,90.8,82.54513885,,1.15,,,827.2,827.2,10.45,12.96666667,9.8,9.1,10.5,12.3,11.2,9.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
202,CRESC,CRESC,09-14-009-08W2,,6/6/2016,116.3,115.6340291,,0.14,,,802.5,802.5,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
203,CRESC,CRESC,04-08-008-08W2,,6/6/2016,102.2,101.5340291,,0.21,,,803,803,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
204,RDGBK,RDGBK,12-06-009-07W2,,6/6/2016,78.1,77.43402913,,0.19,,,813,813,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
205,RDGBK,RDGBK,12-06-009-07W2,,6/6/2016,78.6,77.93402913,,0.19,,,813,813,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
206,RDGBK,RDGBK,02-26-009-09W2,,6/6/2016,75.6,74.93402913,,0.17,,,814.6,814.6,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
207,RDGBK,RDGBK,12-22-007-11W2,,6/6/2016,88.9,80.64513885,,1.26,,,830.7,830.7,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
208,RDGBK,RDGBK,12-22-007-11W2,,6/6/2016,94.2,85.94513885,,1.26,,,830.7,830.7,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
209,RDGBK,RDGBK,12-22-007-11W2,,6/6/2016,94.7,86.44513885,,1.26,,,830.7,830.7,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
210,SPAEN,SPAEN,09-08-004-03W2,,6/6/2016,91.7,83.44513885,,1.08,,,842.1,842.1,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
211,CENOV,CENOV,05-16-006-13W2,,6/6/2016,46.5,30.66521739,,2.41,,,873.3,873.3,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
212,CENOV,CENOV,05-16-006-13W2,,6/6/2016,45.2,29.36521739,,2.41,,,873.3,873.3,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
213,CRESC,CRESC,12-30-006-15W2,,6/6/2016,71.5,55.66521739,,2.8,,,883.8,883.8,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
214,SECUR ,SECUR ,08-28-005-33W1, SALES,6/6/2016,104,95.74513885,,1.15,,,829.8,829.8,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
215,SECUR ,SECUR ,08-28-005-33W1, SALES,6/6/2016,104.1,95.84513885,,1.15,,,829.8,829.8,14.28333333,15.11428571,13.5,13.7,14.3,15.5,14.9,13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
216,CENOV,CENOV,05-16-006-13W2,,6/8/2016,84.2,68.36521739,,2.41,,,872.8,872.8,21.86666667,17.33095238,21.7,23.4,20,23.5,20.6,22,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,0
217,SECUR ,SECUR ,08-28-005-33W1, SALES,6/8/2016,113.1,104.8451389,,1.15,,,830,830,21.86666667,17.33095238,21.7,23.4,20,23.5,20.6,22,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
218,SECUR ,SECUR ,08-28-005-33W1, SALES,6/8/2016,111.8,103.5451389,,1.15,,,830,830,21.86666667,17.33095238,21.7,23.4,20,23.5,20.6,22,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
219,SECUR ,SECUR ,08-28-005-33W1, SALES,6/8/2016,99.5,91.24513885,,1.15,,,830,830,21.86666667,17.33095238,21.7,23.4,20,23.5,20.6,22,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,0
220,RDGBK,RDGBK,12-06-009-07W2,,6/14/2016,74,73.33402913,,0.19,,,812.5,812.5,18.45,19.32619048,18.9,18.8,18,19.8,16.7,18.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,0
