ID,Producer,Battery,Battery.1,SDate,VP,Sulf,S.Temp,A.Temp,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_SW,Heavy_Sour,Crude_Breakdown,Crude_Num,VolumeM3,mth,Net Sulf,Net Dens,Net VP,SS_VP,SS_Dens,SS_Sulf,VP_95_Spec
329,TESORO,ROBINSON LAKE     ,321128,3/19/2017,99.25,0,5.9,4,665.2,2.85,-4.106666667,1.8,4.1,2,3.7,1.7,3.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,36.29,3,0,24140.108,3601.7825,15.43894603,50.74835374,0,0
330,TESORO,BELFIELD,321137,3/19/2017,92.8,0,4.8,4,658,2.85,-4.106666667,1.8,4.1,2,3.7,1.7,3.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,36.14,3,0,23780.12,3353.792,107.7286733,0.005808287,0,0
331,LANSING,WATFORD CITY,321941,3/24/2017,108.9,0,4,3,653.7,-0.38,-1.936190476,-0.1,0.3,0,1.1,-2.7,-0.5,C5+,0,1,0,0,0,0,0,0,0,C5,0,41.3,3,0,26997.81,4497.57,32.72706724,19.15123253,0,0
332,CENTENNIAL ,HIGHLAND BAKKEN ,321948,3/24/2017,110.5,0,6,3,655.9,-0.38,-1.936190476,-0.1,0.3,0,1.1,-2.7,-0.5,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.21,3,0,25061.939,4222.205,53.59349148,4.735899197,0,0
333,NGL ,TIOGA,321940,3/24/2017,94.2,0,7,3,663.6,-0.38,-1.936190476,-0.1,0.3,0,1.1,-2.7,-0.5,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.24,3,0,22058.064,3131.208,80.62679451,30.51223253,0,0
334,TESORO,BELFIELD,322028,3/25/2017,94.7,0,5,2,655.7,5.2,-1.043333333,6.4,7.7,3,8.1,0.7,5.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,35.79,3,0,23467.503,3389.313,71.89755209,5.646384045,0,0
335,LANSING,WATFORD CITY,322428,3/27/2017,106,0,10,4,657.5,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.55,3,0,22059.125,3556.3,7.956673301,0.332020409,0,0
336,NGL ,TIOGA,322423,3/27/2017,95,0,13.4,4,660.8,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,32.63,3,0,21561.904,3099.85,66.90000663,7.419020409,0,0
337,CENTENNIAL ,LITTLE KNIFE,322565,3/27/2017,103.8,0,,4,646.4,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.29,3,0,24750.656,3974.502,0.385339968,136.3339295,0,0
338,CENTENNIAL ,HIGHLAND BAKKEN ,322561,3/28/2017,106.2,0,10.07,12,659.05,1.64,1.507619048,2,2.1,0,1.8,1,1.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.24,3,0,25202.072,4061.088,9.124976331,0.948262833,0,0
339,TESORO,ROBINSON LAKE     ,322567,3/28/2017,98.2,0,3.05,12,664.31,1.64,1.507619048,2,2.1,0,1.8,1,1.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,36.16,3,0,24021.4496,3550.912,24.79285512,38.86011132,0,0
340,CENTENNIAL ,PALERMO,323322,4/2/2017,106.1,0,10.5,14,650.5,7.583333333,4.893809524,7.7,6.9,8.3,6.9,7.7,8,C5+,0,1,0,0,0,0,0,0,0,C5,0,39.01,4,0,25376.005,4138.961,8.530824816,57.39899011,0,0
341,CENTENNIAL ,HIGHLAND BAKKEN ,323833,4/5/2017,107.8,0,13,12,653.6,3.266666667,5.408095238,3.2,3.4,3.5,3,3.7,2.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.66,4,0,24614.576,4059.748,21.35140057,20.03647495,0,0
342,LANSING,WATFORD CITY,324139,4/7/2017,104.5,0,16,12,661.2,13.13333333,6.645714286,13.3,14.7,11.3,15.2,11,13.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,32.75,4,0,21654.3,3422.375,1.744400574,9.758050712,0,0
343,TESORO,ROBINSON LAKE     ,324145,4/7/2017,100.7,0,17,12,659.5,13.13333333,6.645714286,13.3,14.7,11.3,15.2,11,13.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,34.62,4,0,22831.89,3486.234,6.146642998,2.027171924,0,0
344,NGL ,TIOGA,324135,4/7/2017,94,0,18,12,658.7,13.13333333,6.645714286,13.3,14.7,11.3,15.2,11,13.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,30.01,4,0,19767.587,2820.94,84.25849148,0.389111318,0,0
345,CENTENNIAL ,LITTLE KNIFE,324274,4/8/2017,108.4,0,20,16,665.9,11.36666667,7.41952381,11.6,9.2,13,9.7,12.2,12.5,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.72,4,0,25117.748,4088.848,27.25630966,61.21165677,0,0
346,CENTENNIAL ,PALERMO,324437,4/9/2017,108.4,0,10,3,656.7,0.6,6.421904762,2.3,0.6,0,-1,1.9,-0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.01,4,0,24961.167,4120.284,27.25630966,1.893959803,0,0
347,CENTENNIAL ,PALERMO,324725,4/11/2017,110.5,0,5.9,5,658.8,5.283333333,5.675714286,6.1,5.5,4.5,5.5,5.1,5,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.19,4,0,25159.572,4219.995,53.59349148,0.523868893,0,0
348,CENTENNIAL ,HIGHLAND BAKKEN ,324829,4/12/2017,104.4,0,,15,641.5,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.39,4,0,23985.685,3903.516,1.490249059,274.7708083,0,0
349,NGL ,TIOGA,324933,4/12/2017,95.2,0,16.3,15,661.6,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,C5+,0,1,0,0,0,0,0,0,0,C5,0,30.13,4,0,19934.008,2868.376,63.66830966,12.41708101,0,0
350,TESORO,ROBINSON LAKE     ,324930,4/12/2017,101.2,0,12.9,15,657,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,C5+,0,1,0,0,0,0,0,0,0,C5,0,34.02,4,0,22351.14,3442.824,3.917400574,1.15823253,0,0
351,KINDER MORGAN ,WATFORD CITY,324923,4/12/2017,95.9,0,10.21,15,665.93,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,C5+,0,1,0,0,0,0,0,0,0,C5,0,29.12,4,0,19391.8816,2792.608,52.98737027,61.68198404,0,0
352,CENTENNIAL ,PALERMO,325467,4/15/2017,107.8,0,13,6,630.2,6.45,5.745238095,6.7,4.8,6,6.4,8.5,6.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.96,4,0,24552.592,4199.888,21.35140057,777.0832022,0,0
353,NGL ,REDWING,325363,4/15/2017,110.25,0,11.1,6,658.8,6.45,5.745238095,6.7,4.8,6,6.4,8.5,6.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,32.43,4,0,21364.884,3575.4075,49.9956127,0.523868893,0,0
354,CENTENNIAL ,PALERMO,326122,4/19/2017,106.8,0,12,8,658.2,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,C5+,0,1,0,0,0,0,0,0,0,C5,0,40.29,4,0,26518.878,4302.972,13.10988542,0.015323439,0,0
355,TESORO ,ROBINSON LAKE     ,326523,4/22/2017,100.8,0,10,4,663.1,5.08,4.59047619,5.4,5.4,0,6.1,4.2,4.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,41.67,4,0,27631.377,4200.336,5.660794513,25.23844465,0,0
356,LANSING ,WATFORD CITY,326589,4/22/2017,102.7,0,11,4,662.1,5.08,4.59047619,5.4,5.4,0,6.1,4.2,4.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.21,4,0,21988.341,3410.667,0.229673301,16.19086889,0,0
357,NGL ,TIOGA,326748,4/23/2017,95.7,0,,5,673.8,0.98,5.023333333,-0.2,1.4,0,1.3,0.9,1.5,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.86,4,0,22814.868,3240.402,55.93906724,247.2375053,0,0
358,TESORO ,ROBINSON LAKE     ,327185,4/26/2017,101.9,0,4.5,14,663.6,1.316666667,3.58047619,1.3,1.3,1.8,0.7,2,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,42.7,4,0,28335.72,4351.13,1.63646118,30.51223253,0,0
359,CENTENNIAL ,PALERMO,327211,4/26/2017,109.3,0,8.7,14,647.8,1.316666667,3.58047619,1.3,1.3,1.8,0.7,2,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,35.91,4,0,23262.498,3924.963,37.4636733,105.6005356,0,0
360,KINDER MORGAN ,WATFORD CITY,327178,4/26/2017,102.7,0,4.5,14,658.9,1.316666667,3.58047619,1.3,1.3,1.8,0.7,2,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,28.83,4,0,18996.087,2960.841,0.229673301,0.678626469,0,0
361,NGL ,TIOGA,327524,4/28/2017,95.4,0,18.02,15,657.7,5.066666667,2.082857143,5.4,5.4,4.8,5,4.8,5,C5+,0,1,0,0,0,0,0,0,0,C5,0,29.92,4,0,19678.384,2854.368,60.5166127,0.14153556,0,0
362,NGL ,TIOGA,328346,5/3/2017,94.4,0,19.4,14,658.8,9.54,7.935952381,0,9,10,9.4,10,9.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,30.48,5,0,20080.224,2877.312,77.07509754,0.523868893,0,1
363,TESORO,ROBINSON LAKE     ,328351,5/3/2017,103.1,0,16.4,14,658.9,9.54,7.935952381,0,9,10,9.4,10,9.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,34.33,5,0,22620.037,3539.423,0.006279362,0.678626469,0,1
364,CENTENNIAL ,PALERMO,328342,5/3/2017,107.3,0,16,14,633.1,9.54,7.935952381,0,9,10,9.4,10,9.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.96,5,0,24032.476,4073.108,16.980643,623.8111719,0,1
365,KINDER MORGAN ,WATFORD CITY,328347,5/3/2017,103.1,0,15.2,14,657.1,9.54,7.935952381,0,9,10,9.4,10,9.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,29.26,5,0,19226.746,3016.706,0.006279362,0.952990106,0,1
366,PETRO HUNT,LITTLE KNIFE,328777,5/6/2017,108.7,0,22,14,657.1,18.11666667,12.63452381,18.8,19.8,16.8,20.7,15.8,16.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,36.45,5,0,23951.295,3962.115,30.47876421,0.952990106,0,1
367,NGL ,TIOGA,329767,5/13/2017,94.5,0,13,17,663.5,14.46666667,12.52380952,14.8,15.5,14,16.1,14.4,12,C5+,0,1,0,0,0,0,0,0,0,C5,0,29.92,5,0,19851.92,2827.44,75.32924906,29.41747495,0,1
368,TESORO ,ROBINSON LAKE     ,329810,5/13/2017,106.4,0,13,17,661.3,14.46666667,12.52380952,14.8,15.5,14,16.1,14.4,12,C5+,0,1,0,0,0,0,0,0,0,C5,0,34.03,5,0,22504.039,3620.792,10.37327936,10.39280829,0,1
369,CENTENNIAL ,PALERMO,329821,5/13/2017,107.1,0,18,17,632.8,14.46666667,12.52380952,14.8,15.5,14,16.1,14.4,12,C5+,0,1,0,0,0,0,0,0,0,C5,0,44.04,5,0,27868.512,4716.684,15.37233997,638.8868992,0,1
370,KINDER MORGAN ,WATFORD CITY,329844,5/13/2017,101.7,0,22,17,652.9,14.46666667,12.52380952,14.8,15.5,14,16.1,14.4,12,C5+,0,1,0,0,0,0,0,0,0,C5,0,29.34,5,0,19156.086,2983.878,2.18815815,26.79317192,0,1
371,CENTENNIAL ,LITTLE KNIFE,330388,5/17/2017,120.6,0,16,12,655.7,7.066666667,11.8447619,7,6.4,8,5.9,7.3,7.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,35.11,5,0,23021.627,4234.266,303.4827945,5.646384045,0,1
372,TESORO,ROBINSON LAKE     ,330400,5/17/2017,100.9,0,9,12,662.3,7.066666667,11.8447619,7,6.4,8,5.9,7.3,7.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,39.07,5,0,25876.061,3942.163,5.194946028,17.84038404,0,1
373,CENTENNIAL ,PALERMO,330387,5/17/2017,107.5,0,13,12,639.7,7.066666667,11.8447619,7,6.4,8,5.9,7.3,7.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,36.55,5,0,23381.035,3929.125,18.66894603,337.6851719,0,1
374,KINDER MORGAN ,WATFORD CITY,330434,5/17/2017,103.9,0,13,12,657.7,7.066666667,11.8447619,7,6.4,8,5.9,7.3,7.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,32.54,5,0,21401.558,3380.906,0.519491483,0.14153556,0,1
